marital status,age,gender,rooms,hobbies,alcoholic,annual_income,fav_color,other_props,work_hours,avg_energy,other_cities,office_distance,ethnicity,devotional,ed_qualification,expenses,genre,nature_lover,high_raise_apt,sports,texture,outing,group
0,17,0,2,acting,1,2651024,blue,2,6,407,gangtok,1,tamil,0,14,13,cover,1,0,outdoor,fluffy,1,4
2,25,1,1,reading,1,891648,green,2,10,2690,jaipur,15,kannada,1,9,14,rock,1,1,virtual,soft,0,8
0,24,0,1,sports,0,680555,brown,2,10,768,chandigarh,4,bengali,1,18,25,romantic,1,0,outdoor,fluffy,1,10
3,19,1,1,cooking,1,2462054,green,1,4,251,imphal,13,bengali,1,14,20,folk,0,1,augmented,matte,1,8
0,47,0,2,cooking,1,212243,black,4,5,1394,chandigarh,6,bengali,1,15,3,metallic,0,0,outdoor,silky,0,4
1,36,1,2,acting,0,8154472,white,2,0,2690,ranchi,15,telugu,1,11,21,metallic,0,1,augmented,fluffy,0,4
1,23,0,4,watching,1,6251352,green,1,10,2699,gangtok,4,marathi,1,16,21,hiphop,0,0,augmented,soft,1,1
2,27,0,1,sports,1,215870,blue,1,5,831,agartala,2,malayalam,1,14,18,metallic,1,1,indoor,fluffy,1,8
0,41,1,2,dancing,1,6941819,white,1,8,370,kolkata,8,kannada,0,15,11,hiphop,0,0,augmented,hard,0,4
0,37,0,2,volunteering,0,329840,red,1,8,2690,dispur,13,kannada,0,5,40,soft,1,1,outdoor,silky,0,9
0,30,0,3,reading,1,3017170,grey,1,1,1507,raipur,10,tamil,1,16,14,jaaz,0,0,augmented,soft,0,4
0,29,1,2,watching,0,1164430,purple,2,11,2202,chandigarh,10,malayalam,1,14,9,folk,0,1,augmented,soft,0,9
1,12,1,3,traveling,1,212243,pink,8,9,1649,kolkata,1,marathi,1,11,39,cover,0,0,outdoor,hard,1,4
2,31,2,2,sleeping,1,987529,pink,1,10,845,bhopal,6,malayalam,1,16,17,pop,0,0,outdoor,silky,1,8
0,25,0,2,singing,1,6969252,blue,3,8,1503,hyderbad,6,telugu,1,13,7,soft,0,0,augmented,soft,0,4
2,8,0,3,dancing,1,1718402,purple,4,8,845,mumbai,15,punjabi,1,13,12,soft,0,1,indoor,soft,2,6
0,15,1,3,cooking,0,1718402,orange,2,8,2831,mumbai,1,hindi,1,20,2,jaaz,0,1,virtual,hard,1,9
0,26,0,2,dancing,0,571428,yellow,3,9,883,jaipur,10,hindi,0,12,9,romantic,0,0,virtual,fluffy,2,9
0,41,0,4,watching,1,754169,purple,1,12,884,srinagar,9,punjabi,0,17,20,cover,1,1,outdoor,soft,1,9
0,32,1,2,cooking,0,5321373,yellow,1,12,1649,lucknow,4,hindi,1,8,5,soft,0,1,augmented,soft,0,4
1,18,1,3,watching,0,260870,green,2,10,1394,srinagar,10,hindi,0,18,1,folk,1,1,augmented,silky,1,7
0,30,0,3,singing,1,329840,yellow,2,8,1166,chandigarh,10,telugu,1,14,1,romantic,1,0,indoor,matte,1,9
0,60,2,3,sleeping,1,1718402,red,2,10,2768,delhi,6,marathi,1,21,28,rock,0,0,outdoor,hard,1,4
3,53,1,2,volunteering,0,112202,black,1,1,2672,chennai,1,bengali,0,15,7,soft,0,0,indoor,fluffy,1,8
1,60,1,1,sports,1,131480,purple,2,12,1047,chandigarh,3,bengali,1,14,3,rock,1,0,virtual,soft,2,9
0,51,1,4,reading,1,3350881,grey,3,8,2690,chennai,15,kannada,0,12,26,mashups,0,1,indoor,soft,1,4
1,36,2,4,watching,1,851246,white,4,6,2160,patna,14,bengali,1,5,10,cover,1,1,indoor,fluffy,0,6
2,39,1,2,volunteering,0,150237,white,2,11,3979,shillong,15,malayalam,1,21,16,soft,1,0,indoor,fluffy,2,8
2,41,0,2,volunteering,1,735697,grey,1,6,3979,delhi,1,malayalam,0,12,4,mashups,0,1,outdoor,matte,2,8
1,55,1,3,watching,0,8596595,green,1,6,1047,agartala,4,punjabi,0,13,26,romantic,1,0,virtual,soft,1,4
1,47,1,1,singing,1,8348261,yellow,1,11,2831,kolkata,15,punjabi,1,17,21,pop,1,1,augmented,soft,2,6
1,30,0,3,acting,1,5330846,brown,4,11,673,delhi,7,malayalam,0,16,12,hiphop,0,0,augmented,fluffy,2,4
0,14,0,1,singing,0,893732,grey,4,9,1718,bhopal,23,tamil,0,12,8,soft,0,0,indoor,hard,1,9
0,55,1,2,singing,0,588503,black,2,8,251,itanagar,8,hindi,1,16,23,romantic,1,0,indoor,soft,0,9
0,35,2,3,dancing,0,150237,blue,2,5,921,bangalore,1,tamil,1,13,20,jaaz,0,1,outdoor,matte,0,9
0,67,0,2,acting,1,7135245,grey,2,4,1503,jammu,2,malayalam,1,16,3,rock,1,0,augmented,silky,2,4
0,18,0,1,sleeping,0,891648,brown,2,6,3979,lucknow,13,telugu,1,9,23,romantic,1,0,virtual,matte,2,10
0,12,0,1,reading,0,257205,blue,1,5,2551,agartala,2,bengali,1,17,15,pop,0,1,outdoor,fluffy,1,10
0,25,0,2,singing,1,3498858,black,4,9,2202,ranchi,10,hindi,1,12,20,romantic,1,0,virtual,soft,0,4
2,25,0,1,sleeping,0,111985,orange,2,12,251,bangalore,23,telugu,1,17,34,folk,0,1,indoor,fluffy,0,8
0,51,1,1,traveling,1,9258371,green,1,10,2445,thiruvananthapuram,18,telugu,1,4,5,pop,1,1,augmented,fluffy,2,4
1,29,1,1,watching,0,150237,black,4,0,1166,mumbai,6,hindi,1,15,3,jaaz,0,0,virtual,matte,0,9
0,59,0,3,sports,0,6394389,orange,8,6,379,chandigarh,6,punjabi,1,14,10,romantic,0,1,indoor,hard,2,3
1,18,0,3,cooking,1,680555,red,3,8,831,lucknow,3,malayalam,1,9,10,pop,0,0,outdoor,fluffy,1,6
1,26,1,1,acting,1,6683746,pink,2,7,768,mumbai,13,hindi,1,12,9,hiphop,0,1,augmented,fluffy,2,6
2,19,1,3,volunteering,1,3350881,yellow,1,4,3979,patna,18,bengali,1,16,19,hiphop,0,0,virtual,silky,0,6
0,52,0,2,singing,1,3498858,grey,1,4,1633,gandhinagar,5,telugu,1,9,3,pop,1,0,augmented,fluffy,2,4
1,41,1,2,acting,0,9587831,orange,2,4,379,dispur,5,punjabi,1,13,11,folk,1,0,augmented,fluffy,0,4
2,36,1,3,volunteering,0,112202,white,2,11,1552,itanagar,8,tamil,0,20,17,soft,1,0,virtual,silky,0,8
0,30,0,2,reading,1,9525596,blue,2,5,379,jammu,9,hindi,0,14,12,folk,0,0,augmented,matte,1,3
0,48,1,1,acting,1,399312,blue,2,9,2768,lucknow,1,punjabi,0,2,29,jaaz,1,1,outdoor,hard,0,9
2,27,0,2,watching,0,816236,red,3,10,519,mumbai,5,tamil,1,8,40,pop,1,0,outdoor,fluffy,1,8
0,14,0,3,cooking,1,131480,white,1,10,395,vijayawada,10,punjabi,1,7,31,metallic,0,1,augmented,hard,1,9
0,19,0,2,sleeping,0,716230,brown,2,6,1399,hyderbad,1,bengali,0,10,28,pop,0,0,outdoor,hard,0,10
0,42,0,3,dancing,0,4492854,orange,7,2,673,panaji,1,telugu,1,1,26,pop,1,1,outdoor,hard,0,3
0,30,0,2,acting,1,1460818,red,1,8,1516,srinagar,24,telugu,1,17,7,hiphop,1,0,virtual,silky,2,9
0,29,0,3,volunteering,0,6153800,black,8,5,486,gandhinagar,5,hindi,1,12,10,mashups,0,1,virtual,hard,1,3
1,60,0,3,traveling,0,2462054,orange,8,9,768,lucknow,3,telugu,1,12,25,hiphop,1,1,virtual,fluffy,1,4
0,21,1,2,traveling,0,3498858,red,2,9,1394,jaipur,10,tamil,0,10,18,pop,1,0,outdoor,soft,0,4
2,52,1,2,traveling,1,3350881,grey,8,10,1219,shillong,4,marathi,1,3,18,mashups,0,1,virtual,soft,0,8
1,25,2,1,singing,0,2651024,purple,2,6,395,bhopal,20,punjabi,1,6,10,hiphop,0,1,outdoor,silky,1,9
2,18,1,2,dancing,0,3017170,black,3,10,1825,chandigarh,11,punjabi,0,13,23,mashups,0,0,virtual,soft,1,6
2,13,0,2,volunteering,1,5381784,green,7,8,1869,mumbai,7,tamil,1,14,20,cover,0,1,outdoor,soft,2,8
2,26,1,2,watching,0,6153800,grey,2,8,2733,bangalore,10,telugu,1,16,16,mashups,0,0,outdoor,fluffy,1,6
0,22,0,1,dancing,1,6683746,grey,7,10,395,mumbai,5,punjabi,0,14,40,romantic,0,0,augmented,silky,2,3
0,6,1,3,watching,0,6969252,yellow,1,4,1355,bangalore,5,malayalam,1,17,10,cover,1,1,virtual,fluffy,0,4
0,20,1,1,traveling,1,1563723,white,2,9,1825,mumbai,3,marathi,0,22,7,rock,1,1,virtual,hard,2,9
2,52,1,2,singing,0,891648,brown,8,12,2389,dehradun,1,malayalam,1,12,30,folk,0,1,indoor,soft,1,6
1,20,1,3,watching,0,656271,white,4,8,2160,gangtok,6,malayalam,0,15,9,cover,1,0,indoor,hard,0,2
1,19,0,2,volunteering,1,967908,grey,2,5,673,hyderbad,3,malayalam,1,16,27,romantic,1,1,indoor,hard,2,1
2,14,0,1,sleeping,1,837270,red,8,12,3912,agartala,8,kannada,0,14,23,hiphop,1,0,indoor,matte,1,6
0,29,0,3,singing,1,851246,pink,1,1,1682,srinagar,9,telugu,0,12,31,romantic,1,1,augmented,silky,1,9
0,26,1,3,acting,1,589089,brown,2,4,3912,kolkata,4,marathi,1,12,10,jaaz,0,1,indoor,hard,0,9
3,11,0,1,reading,1,6969252,green,1,12,379,dispur,15,hindi,1,14,5,hiphop,1,0,augmented,fluffy,0,6
2,42,2,2,dancing,1,2651024,grey,2,4,3139,patna,13,hindi,1,1,29,rock,0,0,augmented,silky,0,6
0,60,1,2,cooking,0,4492854,red,1,12,1767,gandhinagar,18,hindi,0,15,19,soft,0,1,virtual,hard,1,4
0,19,0,2,reading,0,4648178,orange,1,1,1633,jaipur,20,telugu,1,3,7,soft,0,0,augmented,hard,1,4
0,43,1,2,sports,0,556724,brown,2,8,602,chennai,15,kannada,1,12,3,rock,1,0,indoor,fluffy,1,9
2,58,0,3,cooking,1,6394389,green,2,10,2558,agartala,15,kannada,0,20,17,soft,1,1,outdoor,soft,2,4
1,56,0,1,traveling,1,2338408,yellow,8,8,1047,chandigarh,10,telugu,0,22,29,cover,1,0,indoor,silky,0,4
0,52,0,1,cooking,1,891648,brown,1,10,1219,srinagar,4,malayalam,1,17,36,romantic,0,0,indoor,fluffy,0,10
0,27,0,3,sports,0,2338408,pink,2,8,1649,khammam,1,telugu,0,7,11,metallic,1,0,augmented,matte,0,4
0,39,0,1,traveling,1,738824,black,3,8,395,kolkata,20,malayalam,0,14,13,rock,1,1,indoor,fluffy,0,9
0,56,1,3,sports,0,1460818,yellow,2,4,963,gandhinagar,2,marathi,1,12,27,folk,1,1,augmented,silky,2,5
2,19,0,2,dancing,0,6941819,green,7,6,632,patna,2,marathi,1,21,20,rock,1,1,augmented,fluffy,0,8
0,48,0,2,reading,0,1164430,orange,2,6,875,ranchi,8,punjabi,0,13,3,soft,0,1,outdoor,soft,0,9
0,53,2,1,volunteering,1,3832751,grey,3,5,1869,gandhinagar,3,hindi,1,13,23,soft,0,0,indoor,soft,2,4
0,55,1,2,reading,1,967908,yellow,2,10,251,ranchi,5,punjabi,1,15,31,jaaz,1,1,indoor,fluffy,0,5
0,19,1,3,reading,1,588503,pink,2,10,768,kolkata,15,marathi,0,17,29,jaaz,1,1,augmented,fluffy,0,9
2,27,0,4,watching,1,5381784,grey,2,10,1869,chennai,14,malayalam,1,12,33,rock,0,0,virtual,silky,2,4
0,34,2,3,acting,1,2208382,brown,7,10,1244,chennai,4,kannada,1,24,19,hiphop,1,0,virtual,silky,1,4
2,20,1,3,reading,1,949312,orange,1,12,2768,agartala,10,tamil,1,21,19,pop,1,0,virtual,silky,2,8
0,25,1,2,sports,0,5330846,grey,2,10,3972,itanagar,2,marathi,1,24,3,cover,0,0,augmented,soft,2,4
0,23,0,1,volunteering,0,5007892,orange,1,5,897,dehradun,5,hindi,1,17,19,folk,1,0,outdoor,fluffy,0,4
2,14,1,3,acting,0,910711,blue,3,10,396,chennai,6,malayalam,1,22,19,cover,0,1,indoor,silky,0,8
0,20,1,1,cooking,1,2208382,purple,1,5,263,kolkata,1,marathi,0,7,30,metallic,0,0,outdoor,fluffy,2,9
2,34,1,1,traveling,1,277431,green,2,11,1902,raipur,2,telugu,1,14,29,rock,0,1,outdoor,fluffy,2,8
0,53,1,3,volunteering,0,9525596,white,2,1,1758,gandhinagar,8,marathi,0,3,21,hiphop,0,1,virtual,silky,1,3
0,5,1,2,cooking,1,4782671,purple,2,4,1047,thiruvananthapuram,8,hindi,0,14,19,folk,0,0,indoor,silky,2,4
1,58,1,1,sleeping,1,6941819,black,4,8,1987,lucknow,13,telugu,1,14,3,cover,0,0,outdoor,matte,0,4
1,15,0,1,singing,0,8596595,white,1,6,396,kolkata,8,punjabi,1,4,34,hiphop,0,1,outdoor,fluffy,0,6
0,55,0,3,watching,0,9258371,orange,2,5,2672,ranchi,8,telugu,0,17,14,jaaz,1,1,outdoor,soft,2,3
2,43,0,1,acting,1,2208382,brown,1,1,1130,mumbai,15,tamil,0,22,19,pop,1,1,outdoor,soft,1,8
0,59,0,3,sleeping,0,851246,green,4,11,2699,lucknow,10,malayalam,1,13,14,pop,1,0,outdoor,fluffy,1,4
0,53,0,2,sports,1,7850318,grey,4,5,263,jammu,8,punjabi,0,13,12,jaaz,1,1,indoor,matte,1,3
0,30,0,1,watching,1,574390,red,1,10,1542,mumbai,14,kannada,0,14,10,mashups,0,1,virtual,soft,2,9
1,15,0,1,volunteering,0,938438,yellow,1,6,2690,jaipur,8,telugu,0,15,9,hiphop,0,0,outdoor,silky,2,7
1,52,1,3,singing,0,967908,green,1,8,1767,kolkata,20,kannada,1,22,23,metallic,1,0,augmented,soft,0,9
0,23,0,4,dancing,1,716230,orange,3,10,370,raipur,3,tamil,0,16,8,metallic,1,1,virtual,silky,2,4
0,72,1,3,sports,0,5007892,red,1,9,337,raipur,6,hindi,1,24,40,rock,1,0,outdoor,soft,0,4
2,25,2,3,sleeping,0,505020,grey,4,8,1633,raipur,24,punjabi,0,14,31,romantic,1,1,virtual,matte,0,6
1,53,0,1,dancing,1,111985,blue,2,12,1219,shimla,20,telugu,1,13,1,soft,0,0,outdoor,soft,2,10
0,19,0,3,volunteering,1,571428,white,1,5,1468,chennai,3,bengali,1,14,11,metallic,1,0,indoor,silky,0,9
2,22,1,2,sleeping,1,2462054,red,3,4,2832,mumbai,23,punjabi,1,14,3,pop,0,1,augmented,soft,1,6
0,60,0,2,sports,1,7850318,white,2,6,2202,dispur,4,marathi,1,17,23,soft,1,0,outdoor,fluffy,0,4
1,42,1,3,cooking,1,335973,black,2,12,1649,delhi,4,marathi,0,8,22,hiphop,1,0,outdoor,hard,0,9
0,52,0,2,sports,0,2651024,black,2,9,1758,kohima,15,tamil,1,4,10,soft,1,0,outdoor,soft,1,5
0,19,0,3,cooking,1,131480,white,7,4,3214,mumbai,9,hindi,1,22,27,jaaz,0,0,outdoor,hard,0,4
1,12,1,2,watching,0,1563723,red,2,10,3749,gandhinagar,7,hindi,1,17,3,metallic,0,0,outdoor,soft,1,7
0,27,0,2,traveling,0,9525596,brown,2,5,3832,vijayawada,13,bengali,0,13,22,jaaz,0,0,outdoor,matte,0,4
1,53,1,1,singing,0,735697,yellow,1,6,3979,dispur,15,tamil,1,13,6,mashups,1,0,outdoor,fluffy,0,9
0,67,1,2,traveling,1,5330846,orange,2,6,2305,bhopal,6,marathi,1,17,7,jaaz,0,0,outdoor,matte,0,4
0,14,0,3,dancing,0,6153800,white,2,1,2699,dehradun,15,hindi,1,2,1,pop,1,1,virtual,soft,0,4
1,29,1,3,watching,0,3046609,pink,1,8,2334,jaipur,10,bengali,0,9,25,cover,1,1,outdoor,matte,1,6
1,44,0,1,cooking,1,4782671,orange,2,0,853,bangalore,20,malayalam,1,12,28,mashups,0,0,outdoor,silky,1,6
0,31,0,1,sports,0,987529,brown,1,10,884,gandhinagar,21,bengali,1,16,23,pop,0,1,augmented,hard,0,9
1,30,0,1,traveling,1,891648,red,1,9,2445,itanagar,1,bengali,0,13,8,cover,0,1,indoor,fluffy,0,10
1,30,1,1,traveling,0,1563723,orange,2,3,486,shimla,8,telugu,1,5,3,pop,1,1,virtual,fluffy,2,9
0,37,0,1,sleeping,1,9525596,black,1,5,486,aizawl,7,bengali,1,22,19,romantic,0,0,indoor,hard,1,4
2,41,0,2,reading,1,4823265,pink,4,5,2334,lucknow,17,bengali,1,17,14,mashups,0,1,outdoor,fluffy,1,6
2,27,0,2,watching,0,1718402,pink,1,8,396,jaipur,1,hindi,0,22,33,folk,1,0,augmented,matte,2,8
1,55,0,3,singing,0,4492854,purple,2,0,2690,itanagar,8,tamil,1,12,18,soft,0,1,outdoor,matte,1,6
1,22,1,2,acting,0,589089,red,4,8,2299,delhi,2,tamil,0,14,27,metallic,0,1,augmented,hard,0,2
0,26,0,3,singing,1,4983019,green,1,10,1394,agartala,5,tamil,1,16,18,cover,1,1,indoor,silky,1,4
1,20,0,1,sleeping,1,735697,black,2,10,883,panaji,14,punjabi,0,1,26,soft,0,1,virtual,soft,0,1
0,26,1,3,sports,0,2074427,grey,1,4,883,mumbai,1,kannada,0,14,29,jaaz,0,0,virtual,fluffy,0,9
0,13,1,3,volunteering,1,6969252,yellow,2,8,2372,raipur,2,kannada,0,14,26,hiphop,1,1,indoor,fluffy,1,4
0,15,0,3,watching,0,5330846,blue,8,4,3979,kolkata,14,tamil,1,17,15,soft,1,1,virtual,fluffy,0,3
2,19,0,2,watching,1,656271,green,2,4,2372,gangtok,1,bengali,0,24,10,mashups,0,1,augmented,hard,2,8
2,22,0,3,acting,1,837270,pink,2,5,602,gandhinagar,4,punjabi,1,12,1,metallic,1,1,virtual,matte,0,8
3,37,1,3,dancing,0,6683746,grey,1,12,3912,srinagar,6,tamil,1,14,27,jaaz,0,1,indoor,matte,0,6
1,36,0,2,volunteering,1,5797253,green,2,5,768,gandhinagar,16,tamil,0,17,31,romantic,1,0,augmented,silky,2,6
0,42,0,3,sports,1,7775818,brown,2,10,2733,jaipur,15,tamil,1,17,8,rock,1,1,indoor,hard,2,4
0,28,1,4,volunteering,1,7135245,white,2,10,486,bhubaneswar,5,hindi,0,17,18,mashups,1,1,virtual,fluffy,0,3
1,33,1,3,volunteering,1,4823265,pink,8,0,1987,chennai,4,bengali,0,14,21,soft,1,1,outdoor,fluffy,2,9
1,20,0,1,volunteering,0,310904,blue,2,11,1682,chennai,6,bengali,0,24,14,jaaz,1,0,outdoor,fluffy,0,1
1,30,1,4,watching,0,336197,brown,4,8,875,chandigarh,3,marathi,1,20,11,metallic,0,1,outdoor,fluffy,2,6
2,20,0,3,watching,1,260870,white,1,11,883,kolkata,28,malayalam,1,14,19,hiphop,1,1,indoor,hard,0,8
1,52,1,2,sports,1,1069422,purple,2,12,1552,aizawl,2,kannada,0,12,7,soft,0,0,augmented,fluffy,1,9
0,17,1,1,traveling,0,891648,black,1,11,1552,dispur,8,bengali,1,16,10,pop,0,1,indoor,matte,2,9
0,19,1,3,sports,0,1563723,black,2,2,355,chennai,6,tamil,0,15,20,soft,1,0,indoor,hard,0,9
0,11,0,2,sports,1,4823265,red,2,12,1355,shimla,1,tamil,0,2,1,metallic,0,0,outdoor,matte,2,4
0,13,0,2,traveling,0,8154472,orange,8,4,2445,imphal,4,bengali,0,14,20,rock,1,1,outdoor,matte,1,3
0,14,1,2,dancing,0,3017170,orange,4,11,519,raipur,6,malayalam,1,6,22,romantic,1,0,virtual,hard,1,4
0,55,1,2,acting,0,910711,black,2,11,673,imphal,15,punjabi,0,10,14,jaaz,1,0,indoor,silky,0,9
0,20,0,3,volunteering,0,1563723,red,2,8,1682,thiruvananthapuram,5,malayalam,1,14,27,jaaz,1,1,indoor,silky,0,9
2,13,0,1,sleeping,1,131480,blue,2,0,1718,aizawl,1,marathi,1,9,14,hiphop,0,1,indoor,matte,1,8
2,14,0,3,singing,0,336197,pink,4,7,2699,gandhinagar,5,bengali,1,13,4,folk,1,0,augmented,hard,1,6
0,19,1,1,reading,1,2462054,black,2,0,1130,gandhinagar,2,punjabi,0,12,29,rock,0,0,indoor,soft,2,9
0,20,1,2,reading,1,893732,red,1,10,3832,mumbai,17,telugu,1,12,4,soft,1,1,virtual,fluffy,0,9
3,15,1,2,watching,0,214791,red,1,8,2831,jaipur,9,hindi,0,14,29,metallic,1,1,augmented,hard,2,8
1,45,1,3,reading,1,9258371,white,2,10,1394,shillong,3,telugu,0,17,12,mashups,1,1,virtual,fluffy,1,9
0,59,1,3,cooking,1,1563723,red,8,5,2699,mumbai,8,malayalam,1,8,11,jaaz,0,1,indoor,soft,1,4
0,10,1,2,traveling,1,212243,brown,8,8,1507,ranchi,8,bengali,1,17,26,soft,1,0,outdoor,soft,0,4
1,53,0,2,acting,1,8543553,black,8,9,355,thiruvananthapuram,14,telugu,0,17,23,cover,0,0,augmented,hard,1,10
1,15,0,1,cooking,0,215870,yellow,2,8,395,patna,14,telugu,1,5,19,rock,0,1,outdoor,silky,2,7
1,20,2,3,sleeping,0,1884102,pink,1,10,963,raipur,11,bengali,1,6,10,pop,1,0,virtual,fluffy,1,9
1,18,0,2,dancing,0,657054,purple,2,10,2699,chandigarh,8,punjabi,1,17,5,metallic,0,0,outdoor,soft,2,7
0,25,0,3,dancing,0,556724,white,7,4,768,gandhinagar,8,kannada,1,20,30,hiphop,1,0,augmented,soft,0,4
0,15,1,2,dancing,1,938438,green,2,10,1987,vijayawada,14,telugu,0,14,20,rock,1,1,outdoor,silky,2,9
0,52,1,3,reading,0,7508875,pink,8,0,2558,shimla,10,tamil,1,15,3,mashups,0,0,outdoor,silky,0,3
1,37,0,3,volunteering,1,2462054,brown,8,10,1516,lucknow,15,malayalam,0,10,10,cover,0,1,virtual,matte,0,10
1,8,0,4,dancing,1,214791,red,2,2,1166,hyderbad,21,punjabi,1,16,20,hiphop,0,0,outdoor,soft,0,6
1,42,1,2,watching,0,5797253,blue,1,1,602,dispur,20,tamil,1,15,9,hiphop,1,0,virtual,silky,1,6
0,53,0,3,watching,1,111985,green,2,5,673,khammam,14,tamil,1,16,19,jaaz,1,1,virtual,soft,1,5
0,48,1,1,reading,1,6153800,brown,7,5,2334,shimla,8,marathi,1,17,11,mashups,1,1,indoor,soft,2,3
0,45,1,2,singing,1,2338408,blue,1,11,2672,mumbai,28,punjabi,1,13,31,mashups,0,1,augmented,soft,2,9
0,26,2,3,singing,0,1795936,red,2,10,251,panaji,11,bengali,1,12,15,cover,0,1,virtual,fluffy,0,9
1,23,0,1,watching,0,6941819,black,1,12,2832,raipur,8,kannada,0,14,25,folk,1,1,augmented,matte,1,1
2,57,0,2,acting,0,4492854,brown,1,9,828,ranchi,4,telugu,0,16,19,mashups,0,1,virtual,soft,2,6
1,7,1,1,cooking,0,738824,red,2,8,519,chandigarh,1,telugu,1,17,20,jaaz,1,0,indoor,matte,2,7
3,36,0,4,sleeping,1,1563723,blue,3,5,3467,bhubaneswar,9,telugu,1,15,10,jaaz,1,0,outdoor,soft,1,6
0,57,0,3,sleeping,1,428343,red,1,8,768,mumbai,20,bengali,1,13,7,hiphop,0,0,outdoor,matte,2,5
0,39,1,1,sports,0,754169,purple,2,11,519,chennai,23,punjabi,1,14,10,jaaz,1,0,virtual,matte,0,9
0,20,0,1,dancing,0,428343,purple,1,0,1682,delhi,14,tamil,1,24,20,romantic,1,1,outdoor,soft,1,10
0,26,0,2,cooking,1,8017090,yellow,2,7,3954,agartala,14,malayalam,1,10,31,metallic,1,0,indoor,fluffy,2,4
0,7,1,1,dancing,1,6941819,red,2,8,1682,bhopal,20,marathi,1,21,8,folk,1,0,outdoor,fluffy,0,4
3,19,0,1,watching,1,257205,yellow,2,8,2733,jammu,24,tamil,1,9,9,rock,1,1,outdoor,matte,1,8
2,42,1,1,reading,1,851246,green,3,12,853,patna,4,punjabi,1,15,21,soft,1,1,virtual,fluffy,1,8
1,59,2,1,reading,0,7850318,purple,1,9,853,khammam,15,punjabi,1,21,20,jaaz,0,1,virtual,silky,2,6
0,14,0,3,cooking,1,131480,blue,1,10,543,bhopal,17,kannada,1,13,20,folk,1,0,augmented,soft,2,9
1,29,1,1,watching,1,738824,grey,2,10,1394,itanagar,17,malayalam,0,5,34,metallic,1,0,virtual,silky,0,9
0,46,0,1,traveling,0,5321373,brown,1,8,3912,hyderbad,15,malayalam,0,15,20,mashups,0,0,indoor,silky,2,4
1,10,0,3,sports,0,505020,yellow,2,5,1399,kolkata,10,marathi,1,14,27,mashups,1,0,outdoor,fluffy,2,7
0,27,1,2,sports,0,949312,yellow,7,5,2160,lucknow,14,marathi,1,14,11,rock,0,1,augmented,fluffy,2,4
0,25,0,1,cooking,0,893732,white,2,10,689,chandigarh,14,telugu,1,12,26,romantic,1,1,indoor,hard,1,10
1,59,1,1,dancing,1,980184,orange,1,4,1718,itanagar,5,punjabi,0,13,1,jaaz,1,0,virtual,hard,0,9
0,25,0,2,reading,1,6969252,red,2,8,2445,delhi,4,punjabi,1,16,20,pop,0,1,virtual,fluffy,2,4
3,39,0,4,sleeping,1,3046609,blue,8,10,1758,kolkata,15,kannada,0,16,23,mashups,1,1,virtual,fluffy,1,8
0,15,0,1,cooking,1,3832751,green,8,3,1682,hyderbad,4,telugu,1,12,3,jaaz,1,1,virtual,hard,1,4
0,25,1,2,volunteering,1,310904,black,2,9,921,raipur,6,malayalam,0,6,22,pop,1,0,outdoor,fluffy,1,9
0,41,1,3,sports,0,6251352,black,1,10,1394,lucknow,4,punjabi,1,11,19,cover,0,1,outdoor,hard,0,4
0,18,0,2,sports,0,588503,black,1,6,1825,bangalore,3,punjabi,1,21,16,jaaz,1,0,outdoor,matte,0,10
0,25,1,2,sports,1,8017090,grey,3,10,3139,delhi,6,bengali,1,14,10,folk,1,1,augmented,hard,1,3
0,17,2,2,sports,0,436464,brown,2,12,673,kolkata,8,bengali,1,5,9,rock,0,0,indoor,fluffy,1,4
0,55,0,3,acting,1,215870,red,2,0,831,khammam,4,telugu,0,13,27,mashups,1,1,augmented,fluffy,0,5
0,7,1,2,volunteering,0,5007892,blue,1,4,2768,aizawl,2,telugu,1,14,5,mashups,0,1,virtual,matte,2,4
0,41,1,3,sports,0,260870,brown,4,4,2733,bangalore,15,bengali,1,20,6,rock,1,0,outdoor,hard,1,4
1,62,0,2,acting,0,5321373,pink,1,7,2375,bhubaneswar,10,kannada,0,22,12,hiphop,1,0,augmented,fluffy,1,6
3,30,1,3,volunteering,0,1563723,blue,4,0,370,shillong,3,punjabi,1,5,10,pop,1,1,virtual,silky,1,6
2,7,0,3,dancing,1,3832751,white,2,8,1542,patna,10,bengali,1,14,31,folk,0,1,outdoor,soft,0,6
2,23,0,2,cooking,1,7775818,purple,2,10,379,mumbai,6,kannada,1,5,8,romantic,1,1,outdoor,silky,1,4
0,23,0,1,dancing,1,3350881,red,2,8,963,chandigarh,15,malayalam,1,18,29,folk,0,0,augmented,hard,0,4
0,60,0,3,reading,0,3832751,white,1,10,3214,hyderbad,6,hindi,0,14,10,hiphop,1,0,outdoor,soft,2,4
1,48,1,1,singing,1,1795936,orange,1,5,2672,ranchi,9,tamil,0,15,26,folk,0,1,outdoor,soft,0,9
0,25,1,3,traveling,1,436464,brown,2,5,1987,agartala,14,tamil,0,13,5,mashups,0,0,indoor,silky,2,9
1,30,0,2,singing,1,218690,white,1,4,355,shillong,1,bengali,1,5,20,romantic,0,0,indoor,fluffy,1,10
1,52,0,2,cooking,0,1069422,pink,2,12,853,bhubaneswar,6,hindi,1,17,5,folk,1,1,outdoor,soft,0,9
1,19,0,2,dancing,0,656271,green,4,8,355,raipur,17,hindi,0,14,22,hiphop,0,1,outdoor,hard,0,1
