marital status,age,gender,rooms,hobbies,alcoholic,annual_income,fav_color,other_props,work_hours,avg_energy,other_cities,office_distance,ethnicity,devotional,ed_qualification,expenses,genre,nature_lover,high_raise_apt,sports,texture,outing
married,55,female,2,dancing,no,754169,white,8,7,2733,dispur,4,punjabi,yes,12,27,romantic,no,yes,outdoor,matte,not so often
married,32,male,1,reading,no,716230,black,4,1,1633,chennai,23,punjabi,yes,18,17,soft,no,yes,virtual,silky,no
divorced,7,female,2,cooking,yes,335973,grey,1,5,3286,shimla,3,punjabi,yes,1,27,rock,no,yes,outdoor,hard,not so often
married,51,female,3,traveling,yes,8273815,red,2,3,3286,mumbai,6,malayalam,yes,16,30,cover,no,yes,virtual,matte,no
married,19,female,3,traveling,no,754169,pink,2,8,1649,dispur,15,telugu,yes,5,28,folk,yes,no,outdoor,soft,not so often
married,17,female,2,acting,no,505020,black,1,5,1718,patna,6,malayalam,yes,7,6,pop,yes,no,indoor,fluffy,not so often
married,15,male,2,watching,yes,8348261,black,4,11,263,panaji,4,tamil,yes,5,4,pop,yes,yes,augmented,fluffy,yes
unmarried,46,male,1,traveling,yes,2074427,grey,1,5,884,gandhinagar,7,malayalam,yes,2,8,soft,yes,yes,virtual,fluffy,not so often
divorced,27,female,3,watching,no,1884102,pink,2,3,3214,chennai,4,malayalam,yes,16,3,romantic,yes,no,outdoor,matte,not so often
divorced,22,female,2,singing,no,6394389,green,7,7,884,jaipur,15,malayalam,no,4,19,metallic,yes,yes,indoor,soft,yes
married,23,female,3,sleeping,yes,3832751,yellow,2,9,875,vijayawada,1,hindi,yes,13,17,rock,no,yes,indoor,soft,yes
divorced,39,female,1,cooking,no,9587831,black,1,8,3467,chandigarh,17,bengali,yes,13,40,soft,yes,no,augmented,matte,no
unmarried,59,female,3,sleeping,yes,1563723,orange,2,0,1633,patna,21,hindi,yes,14,20,rock,yes,yes,indoor,fluffy,not so often
married,18,male,1,volunteering,no,8154472,black,2,10,2160,hyderbad,10,punjabi,yes,16,3,cover,no,yes,indoor,silky,not so often
divorced,58,male,1,singing,no,4782671,pink,2,10,1166,ranchi,8,hindi,yes,13,26,folk,no,yes,augmented,hard,yes
married,60,unspecified,3,watching,yes,716230,orange,2,6,396,chandigarh,1,telugu,yes,12,31,romantic,no,yes,virtual,silky,yes
divorced,19,male,2,cooking,no,571428,pink,2,8,519,bangalore,5,telugu,no,14,8,metallic,yes,yes,indoor,silky,yes
married,19,female,1,sleeping,yes,6153800,blue,2,8,963,chandigarh,15,malayalam,yes,6,20,romantic,no,yes,augmented,hard,not so often
divorced,14,female,4,sports,no,428343,grey,1,7,1682,chandigarh,6,malayalam,yes,15,1,mashups,yes,no,outdoor,soft,yes
divorced,37,unspecified,2,traveling,no,2074427,red,1,9,521,itanagar,8,telugu,yes,14,5,cover,no,yes,indoor,hard,no
married,16,male,2,traveling,no,2462054,blue,1,12,2160,chennai,14,telugu,no,12,29,folk,yes,yes,indoor,matte,yes
married,23,female,2,reading,no,657054,pink,4,6,337,patna,1,tamil,yes,16,2,soft,yes,no,virtual,hard,yes
unmarried,20,male,2,sports,no,851246,pink,2,5,2831,srinagar,4,hindi,yes,22,13,rock,no,yes,outdoor,soft,no
married,55,unspecified,3,cooking,no,2074427,white,2,5,355,mumbai,6,kannada,no,14,19,cover,no,no,augmented,matte,not so often
unmarried,41,male,1,reading,yes,6394389,red,2,0,2551,itanagar,25,tamil,yes,16,10,soft,yes,yes,virtual,silky,no
divorced,47,male,1,watching,yes,8154472,orange,2,1,2202,gandhinagar,1,tamil,yes,12,25,cover,yes,no,indoor,hard,yes
married,27,male,2,dancing,no,8273815,pink,1,5,602,agartala,7,kannada,yes,5,3,soft,no,yes,indoor,silky,yes
married,19,female,3,volunteering,no,6394389,purple,4,5,370,dehradun,17,tamil,yes,13,10,jaaz,no,yes,virtual,soft,not so often
unmarried,20,female,3,sports,yes,3350881,brown,2,9,2334,chennai,6,bengali,yes,13,5,romantic,yes,yes,virtual,hard,no
married,16,female,3,traveling,no,816236,red,2,8,1355,hyderbad,1,tamil,yes,11,22,pop,no,yes,virtual,soft,no
married,24,male,4,cooking,no,218690,black,1,4,2832,raipur,1,punjabi,no,14,31,jaaz,yes,no,augmented,hard,no
unmarried,11,male,2,watching,yes,980184,red,1,10,2202,delhi,4,hindi,yes,16,12,pop,no,yes,indoor,hard,yes
married,11,female,4,sleeping,yes,656271,blue,2,7,883,agartala,10,telugu,yes,13,30,mashups,yes,no,outdoor,hard,no
unmarried,7,male,1,acting,yes,2074427,black,2,8,533,thiruvananthapuram,28,tamil,no,6,9,jaaz,yes,yes,augmented,hard,no
widow,34,female,2,acting,no,1079127,yellow,2,10,1047,kolkata,15,hindi,yes,6,3,metallic,no,no,virtual,soft,no
married,17,male,2,sports,yes,150237,orange,3,5,884,mumbai,5,malayalam,yes,9,20,hiphop,yes,no,virtual,silky,yes
married,46,male,3,acting,no,505020,red,4,10,1394,vijayawada,21,telugu,yes,21,18,soft,no,no,outdoor,hard,yes
married,59,male,3,watching,yes,574390,white,4,10,1902,gandhinagar,15,telugu,no,15,26,mashups,no,yes,virtual,fluffy,no
divorced,34,male,2,traveling,no,862365,yellow,2,11,251,imphal,4,tamil,yes,14,10,pop,yes,yes,virtual,soft,no
widow,25,unspecified,3,cooking,no,3046609,white,1,9,602,khammam,10,malayalam,no,12,29,pop,yes,yes,outdoor,matte,no
married,41,male,3,watching,no,851246,pink,1,8,1503,khammam,2,malayalam,yes,0,11,soft,no,no,indoor,silky,yes
married,30,male,3,sleeping,no,5321373,green,2,7,306,khammam,2,tamil,yes,9,25,romantic,yes,yes,virtual,matte,yes
married,72,male,2,reading,no,215870,green,2,8,370,kolkata,17,kannada,no,20,23,metallic,yes,yes,outdoor,matte,not so often
married,22,male,3,volunteering,yes,9258371,blue,2,5,3972,bhubaneswar,16,tamil,no,16,1,soft,yes,no,augmented,hard,no
widow,47,female,2,traveling,yes,938438,white,2,10,884,itanagar,6,tamil,yes,14,31,pop,no,yes,virtual,hard,yes
married,19,male,3,singing,yes,335973,white,2,10,519,hyderbad,5,punjabi,yes,9,23,hiphop,yes,yes,augmented,soft,yes
married,29,male,4,volunteering,no,837270,purple,2,8,2733,dehradun,6,hindi,yes,14,28,cover,no,no,outdoor,matte,yes
married,20,male,3,dancing,yes,2338408,orange,4,8,2733,vijayawada,7,malayalam,no,12,28,hiphop,yes,no,augmented,silky,not so often
widow,14,male,2,traveling,no,1460818,blue,2,11,2733,dispur,3,kannada,yes,12,9,rock,yes,no,outdoor,hard,no
married,39,female,1,dancing,yes,8348261,white,2,9,3979,mumbai,5,malayalam,yes,24,7,hiphop,no,yes,augmented,matte,yes
unmarried,26,male,2,dancing,yes,862365,brown,8,10,1516,kohima,4,malayalam,no,16,11,metallic,yes,no,outdoor,matte,not so often
unmarried,15,male,3,cooking,no,5330846,red,1,11,3139,kohima,10,kannada,yes,22,4,soft,yes,yes,outdoor,silky,not so often
married,42,female,2,singing,yes,4782671,black,3,6,1649,gandhinagar,18,bengali,yes,12,27,cover,no,yes,virtual,matte,not so often
unmarried,20,male,3,singing,no,1460818,purple,2,10,3139,ranchi,2,punjabi,yes,17,14,rock,yes,no,augmented,matte,not so often
married,42,female,3,cooking,no,428343,white,2,10,337,chennai,6,tamil,yes,12,11,hiphop,no,yes,indoor,fluffy,no
married,46,female,3,traveling,yes,112202,brown,3,8,1718,shimla,9,kannada,yes,13,26,rock,no,yes,indoor,soft,no
married,36,male,3,reading,no,657054,orange,2,6,602,vijayawada,5,telugu,yes,20,34,pop,no,no,indoor,soft,not so often
unmarried,72,male,2,traveling,no,150237,blue,2,0,831,jammu,8,marathi,no,16,1,cover,no,no,augmented,silky,yes
married,22,female,1,reading,yes,1795936,blue,2,8,1399,lucknow,15,bengali,no,16,10,pop,no,yes,virtual,fluffy,yes
married,18,male,2,watching,yes,1360106,black,4,12,519,raipur,29,bengali,yes,15,14,rock,no,yes,indoor,soft,not so often
divorced,19,female,2,cooking,no,1460818,blue,4,5,2305,raipur,15,punjabi,yes,12,23,rock,yes,yes,indoor,soft,no
married,39,male,2,cooking,yes,716230,blue,2,4,2831,panaji,4,malayalam,no,23,20,metallic,yes,yes,virtual,soft,yes
widow,22,male,3,singing,yes,6969252,white,2,5,3286,lucknow,1,bengali,yes,18,20,pop,yes,yes,outdoor,hard,no
unmarried,45,female,1,watching,no,588503,red,2,0,1682,ranchi,6,malayalam,yes,12,20,rock,yes,yes,augmented,matte,not so often
married,48,female,2,singing,yes,1563723,blue,8,10,2445,gangtok,5,malayalam,yes,14,29,metallic,no,yes,outdoor,silky,yes
divorced,42,female,3,reading,no,816236,pink,2,8,1468,bhubaneswar,6,telugu,yes,17,38,mashups,yes,no,virtual,matte,not so often
married,10,male,1,acting,no,949312,blue,3,5,1758,kohima,14,hindi,no,9,29,metallic,no,no,virtual,hard,not so often
married,29,male,2,dancing,yes,589089,brown,2,4,2768,shimla,29,punjabi,yes,14,10,pop,yes,no,indoor,soft,yes
married,30,female,3,singing,no,9258371,yellow,2,9,897,aizawl,14,marathi,yes,13,1,romantic,yes,no,augmented,soft,not so often
married,20,female,1,traveling,no,277431,brown,4,8,3749,dispur,4,marathi,no,16,12,hiphop,no,no,indoor,silky,not so often
divorced,57,male,2,reading,no,212243,grey,3,5,1468,itanagar,7,tamil,yes,9,21,folk,no,yes,virtual,fluffy,no
married,13,unspecified,2,sports,yes,9525596,orange,3,12,2831,bangalore,5,tamil,no,0,17,hiphop,no,no,indoor,hard,no
unmarried,45,male,1,singing,yes,399312,yellow,1,0,251,patna,1,telugu,yes,14,26,romantic,no,no,indoor,hard,no
married,60,male,2,cooking,no,1563723,blue,2,0,3912,gangtok,3,bengali,no,6,20,pop,no,no,outdoor,silky,not so often
married,20,female,4,volunteering,yes,5321373,blue,1,1,921,jaipur,10,punjabi,no,17,27,hiphop,yes,yes,outdoor,matte,no
married,26,male,3,traveling,no,436464,grey,1,0,3972,ranchi,1,malayalam,yes,16,10,jaaz,no,yes,outdoor,soft,yes
divorced,58,female,3,acting,yes,980184,blue,4,5,1516,panaji,6,punjabi,yes,12,21,soft,yes,no,indoor,matte,yes
married,19,male,3,traveling,no,2338408,yellow,2,3,2768,hyderbad,1,bengali,yes,21,19,cover,yes,no,virtual,silky,yes
divorced,14,male,3,sleeping,yes,436464,green,8,9,1649,chandigarh,2,malayalam,no,16,36,cover,no,no,indoor,soft,yes
married,10,female,2,acting,no,148716,black,8,12,2558,shimla,21,telugu,no,18,27,jaaz,yes,no,virtual,silky,no
married,19,male,2,singing,no,5007892,purple,3,10,2372,hyderbad,15,punjabi,no,16,1,metallic,yes,yes,virtual,fluffy,not so often
married,32,male,2,cooking,yes,260870,orange,1,4,263,chandigarh,4,telugu,yes,15,7,romantic,no,yes,virtual,matte,not so often
widow,55,male,2,acting,yes,984830,blue,7,8,2551,mumbai,20,punjabi,yes,14,23,cover,yes,no,augmented,fluffy,yes
unmarried,44,male,1,acting,no,5007892,pink,4,12,251,dispur,10,telugu,yes,13,10,soft,yes,no,indoor,hard,no
married,37,female,1,watching,no,277431,black,4,5,2372,ranchi,1,tamil,yes,14,12,mashups,no,yes,outdoor,matte,yes
unmarried,19,female,2,dancing,yes,3017170,red,1,5,831,bangalore,3,hindi,no,0,40,metallic,yes,no,indoor,soft,not so often
married,48,female,3,cooking,no,588503,brown,2,2,3954,jaipur,18,tamil,no,6,1,rock,yes,no,augmented,soft,no
married,30,male,2,acting,no,891648,black,3,10,2334,panaji,20,kannada,yes,9,3,romantic,yes,yes,indoor,hard,no
divorced,55,male,2,reading,no,1360106,black,3,8,1932,dehradun,28,marathi,yes,9,12,jaaz,no,yes,outdoor,silky,yes
married,8,female,1,reading,no,6153800,black,2,10,632,bangalore,4,hindi,yes,24,1,rock,no,no,virtual,matte,yes
married,26,female,3,volunteering,no,680555,white,2,0,2334,shillong,4,kannada,yes,15,16,jaaz,yes,yes,indoor,hard,no
unmarried,14,female,2,volunteering,yes,657054,grey,1,8,2389,chennai,10,hindi,no,12,19,hiphop,no,no,outdoor,matte,no
unmarried,10,male,1,sports,yes,571428,pink,3,8,2733,jammu,4,hindi,no,18,10,pop,no,no,virtual,silky,yes
married,37,female,1,singing,no,1884102,purple,2,7,2299,agartala,21,tamil,yes,11,3,folk,yes,yes,outdoor,fluffy,no
married,48,male,3,acting,no,5321373,green,1,12,337,itanagar,7,hindi,no,12,3,cover,yes,yes,outdoor,hard,no
unmarried,30,male,3,singing,yes,980184,blue,2,9,1399,delhi,15,telugu,yes,12,23,folk,yes,yes,virtual,soft,yes
unmarried,13,unspecified,4,cooking,yes,8973395,black,1,5,1355,itanagar,13,telugu,yes,7,8,metallic,no,yes,indoor,fluffy,yes
married,17,male,3,reading,no,5381784,green,1,4,2690,mumbai,3,tamil,yes,14,33,pop,no,no,virtual,matte,yes
married,15,unspecified,2,sleeping,yes,1795936,pink,2,9,3832,jammu,5,kannada,yes,13,20,hiphop,yes,yes,virtual,matte,not so often
divorced,29,male,2,watching,yes,8596595,red,1,6,1902,kohima,3,kannada,yes,17,5,soft,no,yes,augmented,hard,not so often
married,28,male,2,singing,yes,310904,orange,2,4,1932,shillong,15,kannada,yes,18,1,jaaz,yes,no,indoor,silky,no
married,57,male,2,traveling,no,1164430,grey,2,8,828,mumbai,14,malayalam,yes,15,12,folk,yes,no,virtual,silky,no
unmarried,55,male,1,cooking,no,6969252,orange,1,9,3286,hyderbad,10,punjabi,no,11,9,soft,no,no,virtual,fluffy,yes
married,34,female,2,sports,yes,6394389,black,3,5,1244,jammu,2,punjabi,yes,12,3,pop,yes,no,outdoor,soft,no
divorced,26,male,4,sleeping,yes,851246,orange,2,7,2558,lucknow,23,malayalam,yes,2,30,jaaz,yes,no,indoor,matte,yes
unmarried,24,unspecified,2,cooking,no,2651024,orange,1,9,3139,hyderbad,2,punjabi,yes,18,30,cover,no,no,virtual,matte,not so often
divorced,22,male,1,volunteering,yes,735697,orange,2,4,2445,jaipur,15,bengali,yes,5,9,jaaz,yes,no,indoor,matte,no
married,30,female,2,cooking,no,3832751,white,3,1,1394,shimla,10,telugu,yes,12,5,jaaz,yes,no,indoor,matte,yes
married,8,female,2,sports,no,5007892,red,2,10,921,gangtok,14,punjabi,yes,22,20,pop,yes,no,indoor,matte,yes
married,27,female,2,traveling,no,837270,orange,3,8,884,dehradun,16,punjabi,yes,13,28,pop,yes,no,outdoor,hard,not so often
divorced,11,male,1,sleeping,no,5007892,pink,2,9,2375,itanagar,14,kannada,yes,16,22,pop,no,no,indoor,silky,not so often
married,62,male,2,volunteering,no,9525596,black,1,3,355,dehradun,28,tamil,yes,16,10,hiphop,no,yes,virtual,silky,no
married,55,female,1,watching,yes,2208382,black,4,2,632,gandhinagar,4,telugu,yes,2,8,folk,no,yes,augmented,matte,yes
married,8,male,2,sports,no,2208382,red,1,9,768,aizawl,9,marathi,no,17,11,mashups,yes,no,augmented,soft,yes
widow,23,male,3,dancing,no,8348261,blue,3,0,370,imphal,10,telugu,yes,12,3,soft,no,yes,virtual,matte,not so often
unmarried,53,female,2,watching,yes,556724,purple,1,7,1718,shimla,4,hindi,no,14,10,mashups,no,yes,outdoor,matte,no
married,29,male,4,acting,no,949312,orange,2,6,379,hyderbad,16,bengali,yes,4,15,mashups,no,yes,augmented,hard,yes
unmarried,29,male,2,volunteering,no,5381784,yellow,1,8,1718,mumbai,4,kannada,yes,14,10,rock,yes,yes,augmented,silky,not so often
married,11,male,3,cooking,no,6683746,grey,2,0,370,agartala,4,malayalam,yes,14,10,mashups,yes,yes,indoor,fluffy,not so often
married,47,male,3,volunteering,no,6251352,red,2,4,1399,shimla,8,punjabi,yes,14,1,folk,yes,no,indoor,matte,no
married,14,male,2,singing,yes,2208382,white,8,10,2299,kolkata,10,marathi,yes,8,1,soft,no,no,outdoor,silky,not so often
married,42,male,3,reading,yes,131480,green,2,10,1825,chandigarh,10,tamil,yes,12,20,folk,no,no,augmented,soft,not so often
married,28,female,1,volunteering,yes,862365,black,3,5,1130,agartala,2,punjabi,no,14,40,hiphop,no,yes,virtual,fluffy,no
married,48,female,4,traveling,yes,980184,grey,4,8,396,chennai,23,kannada,yes,7,8,mashups,no,yes,virtual,fluffy,not so often
unmarried,34,unspecified,2,watching,no,112202,black,7,7,407,chandigarh,21,hindi,no,8,14,hiphop,no,no,indoor,hard,yes
married,30,female,3,dancing,yes,309195,blue,1,8,1503,gandhinagar,6,kannada,yes,16,19,cover,no,no,indoor,soft,yes
married,7,female,1,volunteering,yes,949312,purple,1,8,1552,shillong,11,telugu,yes,14,11,hiphop,no,yes,outdoor,soft,yes
married,25,female,1,dancing,yes,8348261,red,2,10,3832,kolkata,1,malayalam,yes,21,4,romantic,yes,no,outdoor,hard,yes
unmarried,21,female,1,sleeping,no,329840,pink,1,10,1552,raipur,6,kannada,yes,12,27,metallic,no,no,outdoor,matte,no
married,60,male,1,reading,yes,257205,yellow,8,10,1516,bhubaneswar,14,marathi,yes,11,9,folk,yes,yes,indoor,soft,not so often
unmarried,20,female,3,acting,no,1164430,black,4,8,3139,imphal,20,punjabi,no,21,9,soft,no,yes,virtual,soft,yes
divorced,51,male,1,watching,no,7135245,green,2,8,1507,shimla,8,kannada,yes,17,6,hiphop,no,no,virtual,soft,yes
married,55,female,2,reading,yes,7135245,grey,8,6,921,raipur,3,hindi,yes,16,38,cover,no,yes,virtual,matte,yes
divorced,19,male,3,singing,no,4782671,white,1,4,1355,chennai,9,punjabi,yes,17,7,metallic,yes,no,indoor,silky,yes
widow,28,unspecified,3,singing,no,735697,red,7,10,395,thiruvananthapuram,2,tamil,no,23,22,cover,no,no,augmented,soft,yes
married,7,male,3,singing,no,1360106,white,2,0,875,patna,6,bengali,no,21,5,cover,yes,yes,outdoor,soft,no
widow,30,male,1,traveling,no,910711,pink,2,5,396,gangtok,4,hindi,yes,20,19,jaaz,no,no,indoor,fluffy,yes
divorced,19,female,3,sports,yes,1718402,blue,3,12,2733,lucknow,10,malayalam,yes,6,9,soft,no,no,indoor,silky,not so often
unmarried,53,female,2,watching,yes,1069422,green,1,8,3954,panaji,9,marathi,yes,12,8,mashups,yes,no,outdoor,fluffy,yes
married,35,unspecified,4,sleeping,no,6969252,orange,2,8,3467,chennai,4,marathi,yes,5,20,jaaz,no,yes,outdoor,silky,no
married,53,male,1,sleeping,yes,2208382,black,1,8,2558,raipur,15,hindi,yes,11,26,hiphop,no,yes,augmented,fluffy,not so often
divorced,21,female,3,traveling,no,9525596,grey,2,7,963,chennai,10,tamil,yes,8,22,jaaz,no,yes,indoor,hard,no
married,26,female,3,acting,no,310904,green,1,10,831,raipur,23,marathi,no,12,6,folk,yes,yes,virtual,silky,yes
widow,5,female,2,sleeping,no,505020,pink,2,9,519,kolkata,5,telugu,yes,16,15,hiphop,yes,yes,indoor,fluffy,not so often
widow,12,male,1,sleeping,yes,571428,orange,1,11,1399,jammu,15,tamil,yes,21,10,rock,yes,yes,augmented,silky,yes
unmarried,18,male,3,dancing,yes,112202,pink,3,4,3954,lucknow,13,tamil,yes,0,16,folk,yes,no,outdoor,hard,not so often
unmarried,20,male,2,reading,yes,8273815,pink,2,10,1047,aizawl,16,tamil,no,9,29,metallic,no,no,outdoor,matte,no
widow,11,female,1,sports,yes,6683746,brown,2,8,883,dispur,15,kannada,yes,15,27,soft,no,yes,augmented,soft,no
married,41,male,2,watching,yes,148716,orange,1,10,3832,kolkata,8,bengali,yes,6,7,cover,yes,yes,virtual,fluffy,yes
unmarried,25,female,4,volunteering,no,851246,red,1,12,632,bangalore,9,hindi,yes,17,21,jaaz,no,yes,outdoor,soft,no
unmarried,55,female,1,sleeping,no,7775818,white,1,10,1869,lucknow,7,punjabi,no,21,20,folk,no,no,outdoor,silky,not so often
unmarried,18,male,1,volunteering,yes,6941819,brown,1,2,875,ranchi,4,tamil,no,13,10,romantic,no,yes,indoor,fluffy,yes
unmarried,73,male,2,dancing,no,7775818,orange,4,7,1166,bhubaneswar,14,telugu,no,12,4,mashups,yes,no,virtual,silky,yes
married,42,male,3,volunteering,no,8543553,blue,1,8,963,aizawl,15,bengali,yes,12,20,jaaz,no,no,augmented,silky,yes
married,6,male,2,traveling,yes,987529,yellow,3,7,1244,jaipur,8,kannada,no,9,38,soft,yes,no,augmented,silky,no
married,30,female,3,sleeping,no,967908,grey,1,12,1468,delhi,6,punjabi,yes,16,4,rock,no,no,indoor,silky,yes
married,25,male,3,sports,yes,2074427,red,1,10,632,aizawl,6,malayalam,no,13,10,jaaz,no,no,outdoor,fluffy,no
married,19,female,3,sleeping,yes,4492854,grey,2,6,2768,bangalore,10,kannada,no,3,36,cover,no,yes,augmented,silky,no
unmarried,15,male,3,watching,no,9587831,blue,2,8,263,gandhinagar,8,malayalam,yes,13,31,folk,yes,yes,indoor,hard,not so often
divorced,30,female,2,sports,yes,104907,yellow,2,10,2160,raipur,5,telugu,yes,12,4,mashups,no,no,indoor,fluffy,not so often
married,26,female,3,sports,no,910711,pink,4,3,1825,thiruvananthapuram,5,malayalam,no,2,10,romantic,yes,no,outdoor,matte,not so often
married,12,male,2,watching,no,3498858,brown,1,8,543,shillong,4,telugu,yes,15,12,mashups,no,yes,indoor,silky,yes
married,52,female,2,watching,yes,148716,green,7,10,1758,shimla,15,punjabi,no,13,28,romantic,no,yes,indoor,silky,no
married,21,female,3,dancing,no,5330846,pink,2,3,921,srinagar,23,bengali,yes,14,6,rock,no,no,augmented,silky,not so often
married,12,male,3,sleeping,yes,3350881,grey,1,5,673,gandhinagar,6,kannada,yes,24,6,mashups,yes,yes,augmented,hard,no
married,23,male,2,cooking,yes,851246,purple,2,4,689,shimla,3,telugu,yes,10,8,pop,yes,yes,indoor,matte,yes
married,19,female,2,cooking,yes,2462054,black,4,4,883,mumbai,2,tamil,no,13,4,cover,yes,yes,augmented,hard,not so often
married,46,female,2,dancing,no,2753719,grey,2,5,2831,gangtok,2,punjabi,yes,6,25,mashups,yes,no,augmented,soft,not so often
married,29,male,2,traveling,no,571428,black,1,9,1902,ranchi,15,hindi,yes,13,16,hiphop,no,no,indoor,soft,not so often
married,31,unspecified,1,reading,no,987529,purple,2,9,2558,bangalore,8,malayalam,yes,15,21,jaaz,yes,no,augmented,silky,not so often
married,19,male,2,volunteering,yes,984830,yellow,2,4,2832,vijayawada,24,hindi,yes,16,20,hiphop,yes,yes,indoor,fluffy,yes
married,51,male,1,watching,yes,816236,black,2,8,921,jaipur,7,tamil,yes,15,12,cover,yes,no,virtual,silky,not so often
divorced,8,male,3,volunteering,no,214791,green,4,1,395,hyderbad,10,telugu,no,17,10,mashups,yes,no,virtual,soft,no
unmarried,22,unspecified,3,sports,no,218690,blue,1,5,1987,chandigarh,21,telugu,no,6,31,hiphop,yes,yes,outdoor,soft,no
married,20,male,3,dancing,yes,680555,brown,1,5,337,aizawl,17,punjabi,yes,16,7,hiphop,no,yes,outdoor,fluffy,not so often
widow,18,male,3,dancing,no,7850318,red,7,10,1355,chennai,2,tamil,yes,12,2,mashups,yes,yes,virtual,soft,not so often
divorced,53,female,3,traveling,no,4983019,white,4,3,1399,imphal,4,bengali,yes,17,18,jaaz,no,no,augmented,fluffy,no
married,25,male,1,sports,no,148716,brown,2,12,875,imphal,14,hindi,yes,12,16,romantic,no,yes,augmented,matte,yes
married,31,male,4,sleeping,yes,336197,orange,2,7,3954,delhi,4,kannada,yes,12,33,romantic,yes,yes,virtual,silky,no
married,72,male,1,traveling,yes,403987,brown,1,6,1767,chandigarh,6,punjabi,yes,14,25,mashups,yes,yes,virtual,soft,yes
married,52,female,3,traveling,yes,9525596,blue,1,7,1869,dehradun,3,telugu,yes,12,10,rock,yes,no,augmented,matte,not so often
unmarried,7,male,3,sleeping,yes,2462054,pink,2,6,3912,shimla,1,punjabi,no,14,20,cover,no,no,virtual,soft,not so often
widow,20,female,2,reading,yes,1460818,brown,2,10,1869,kohima,15,kannada,yes,20,1,soft,yes,no,augmented,hard,yes
married,39,male,2,reading,no,5321373,green,2,8,3749,chandigarh,20,bengali,no,15,13,cover,yes,no,outdoor,fluffy,yes
unmarried,41,male,3,volunteering,yes,949312,red,1,5,2573,chennai,10,telugu,yes,17,27,jaaz,no,yes,outdoor,fluffy,no
divorced,59,female,3,volunteering,yes,7508875,pink,2,1,395,jaipur,10,telugu,yes,13,28,cover,yes,yes,outdoor,fluffy,no
married,24,female,2,volunteering,no,111985,purple,1,12,2768,kohima,5,kannada,yes,13,12,cover,yes,yes,augmented,hard,not so often
married,29,male,2,singing,no,967908,yellow,2,6,407,hyderbad,4,bengali,yes,12,10,cover,no,no,augmented,fluffy,yes
married,6,female,3,singing,no,2208382,green,2,9,1633,chandigarh,28,marathi,yes,23,1,soft,yes,yes,augmented,fluffy,not so often
married,25,female,1,volunteering,no,893732,red,1,4,602,lucknow,15,tamil,no,21,18,romantic,yes,no,outdoor,silky,yes
married,59,male,1,cooking,no,8973395,yellow,2,4,1394,thiruvananthapuram,5,marathi,yes,1,3,mashups,yes,no,outdoor,soft,yes
unmarried,59,male,2,volunteering,yes,7775818,brown,2,0,2048,kolkata,1,bengali,yes,24,10,folk,yes,yes,indoor,hard,yes
divorced,14,female,2,sleeping,no,335973,orange,3,10,370,jammu,10,telugu,yes,6,15,folk,no,yes,indoor,fluffy,not so often
unmarried,31,female,3,sports,no,428343,yellow,4,9,1825,chandigarh,18,tamil,no,4,23,romantic,no,yes,virtual,matte,no
married,60,female,1,volunteering,no,3350881,orange,1,12,533,kolkata,6,tamil,no,5,3,romantic,yes,yes,indoor,fluffy,no
married,19,unspecified,3,cooking,no,310904,yellow,2,9,2690,itanagar,5,punjabi,no,1,23,mashups,no,no,indoor,matte,not so often
widow,6,unspecified,1,singing,yes,656271,white,1,6,3139,vijayawada,3,tamil,no,3,21,cover,yes,yes,augmented,soft,no
married,36,female,3,dancing,yes,588503,white,2,5,884,dispur,20,malayalam,yes,22,6,pop,no,yes,virtual,matte,no
unmarried,17,male,4,dancing,no,949312,blue,4,11,2299,dehradun,2,malayalam,yes,18,5,mashups,yes,no,outdoor,fluffy,not so often
married,15,unspecified,1,cooking,yes,131480,green,2,8,2831,srinagar,9,telugu,yes,20,18,pop,yes,no,virtual,soft,yes
unmarried,58,female,2,reading,yes,1795936,black,1,9,2305,bangalore,15,bengali,yes,13,17,metallic,no,no,virtual,silky,no
unmarried,30,male,2,cooking,no,3350881,grey,2,3,2305,dispur,15,kannada,no,12,21,cover,no,yes,indoor,fluffy,yes
married,26,female,2,reading,no,738824,green,2,4,963,mumbai,15,tamil,yes,16,8,jaaz,yes,yes,augmented,fluffy,not so often
married,60,unspecified,4,volunteering,no,980184,grey,2,7,1902,chandigarh,23,punjabi,yes,13,31,pop,yes,no,indoor,fluffy,no
divorced,30,female,4,reading,yes,589089,pink,2,10,2372,kolkata,6,punjabi,yes,16,36,cover,no,no,outdoor,hard,no
married,52,male,2,reading,no,588503,purple,2,9,3979,bangalore,20,marathi,no,14,3,soft,no,yes,indoor,matte,yes
married,21,female,2,singing,yes,7850318,blue,7,9,2445,vijayawada,10,bengali,yes,14,6,cover,yes,yes,indoor,fluffy,no
married,23,male,1,traveling,no,5007892,blue,1,3,853,delhi,4,telugu,no,9,10,hiphop,no,no,virtual,fluffy,yes
married,19,male,1,acting,no,1069422,grey,2,8,875,chennai,10,punjabi,no,13,25,metallic,no,no,indoor,soft,no
divorced,16,female,2,reading,no,5381784,green,2,10,3972,lucknow,14,bengali,yes,5,10,metallic,no,no,indoor,silky,yes
married,53,male,2,volunteering,yes,967908,red,1,12,370,bhopal,16,tamil,yes,15,8,soft,yes,no,indoor,hard,yes
widow,33,female,2,reading,yes,8596595,grey,7,9,1394,gandhinagar,7,malayalam,no,6,23,pop,no,no,outdoor,silky,not so often
