marital status,age,gender,rooms,hobbies,alcoholic,annual_income,fav_color,other_props,work_hours,avg_energy,other_cities,office_distance,devotional,ed_qualification,expenses,genre,nature_lover,high_raise_apt,sports,texture,outing,group
3,25,1,2,9,0,403987,8,8,10,1166,1,23,0,6,7,6,1,0,0,0,2,6
2,31,0,3,3,0,335973,1,2,11,1468,1,21,1,14,20,9,0,0,1,1,0,8
0,55,1,1,8,1,980184,3,3,12,1166,2,14,0,13,21,8,1,0,1,3,0,5
0,23,0,3,1,0,336197,1,1,1,251,2,14,1,9,10,7,1,1,2,2,1,10
2,14,1,2,1,0,4782671,5,3,10,1355,1,5,1,12,10,7,1,0,3,4,1,6
0,23,0,2,0,0,851246,9,1,5,963,3,10,0,15,3,6,1,0,3,4,2,10
0,37,1,2,1,1,112202,9,2,5,2551,3,4,1,21,5,9,1,0,0,1,0,9
1,23,0,1,0,0,6153800,8,2,8,1718,1,9,1,16,19,4,1,1,3,1,2,1
2,22,1,3,3,1,738824,3,1,9,2305,2,23,1,9,11,6,0,0,2,2,0,8
0,52,1,2,2,1,257205,4,2,4,3954,2,10,0,14,12,4,0,1,0,1,2,5
1,58,0,2,4,1,4983019,5,4,9,3972,2,21,1,6,20,5,1,1,1,2,1,6
0,20,1,3,0,0,2208382,4,2,10,2832,2,21,0,22,27,3,1,0,2,1,2,4
1,33,1,1,1,0,9258371,4,1,5,1394,2,29,1,7,4,5,1,0,1,2,1,6
1,16,0,3,2,1,399312,4,2,10,1047,1,10,0,17,40,2,1,1,3,1,2,7
0,25,1,3,7,0,6394389,10,2,0,263,2,16,1,15,3,5,0,0,0,1,0,4
0,48,0,3,2,0,3350881,2,1,5,1718,3,1,0,9,23,1,1,1,1,4,2,4
1,33,0,1,2,1,984830,2,2,5,831,3,14,1,3,31,9,1,0,3,4,1,10
0,14,2,3,2,1,2338408,8,2,5,1758,2,10,0,24,34,8,0,1,3,0,0,4
0,12,0,4,5,1,1884102,9,2,12,1503,2,4,1,21,3,1,1,1,2,3,0,4
0,52,0,1,5,0,1718402,5,1,10,845,3,17,1,16,12,8,0,0,1,4,1,10
0,29,1,3,5,1,310904,6,1,5,1682,2,16,0,12,38,7,1,0,3,3,0,9
1,51,0,1,8,0,987529,7,2,5,355,2,10,0,13,18,9,1,1,2,4,2,10
1,8,1,3,2,1,891648,1,2,8,306,1,2,1,17,5,8,1,0,0,1,0,7
1,42,0,1,8,0,1069422,2,2,10,831,2,8,1,16,20,0,0,0,1,2,0,10
0,53,0,3,5,0,967908,0,2,10,3832,2,9,0,12,21,2,1,0,3,2,1,5
0,32,1,2,5,0,657054,10,1,5,1503,2,8,1,9,27,1,0,0,0,2,0,9
0,31,1,2,5,0,3498858,8,1,10,2733,1,10,0,22,29,3,1,1,3,3,0,9
2,11,0,1,4,1,571428,7,2,12,875,2,3,0,12,3,3,0,0,1,2,0,8
1,14,1,1,9,1,2074427,10,3,5,883,1,10,1,7,9,6,0,0,0,1,2,6
0,41,0,3,6,1,1460818,5,2,12,251,3,8,1,11,14,5,1,1,2,4,0,4
0,30,0,3,0,0,967908,1,1,4,533,2,14,1,14,20,4,0,0,0,4,1,9
0,30,1,4,2,1,131480,3,1,7,3954,1,9,0,8,3,2,1,1,3,3,0,9
0,36,1,2,8,0,1079127,10,1,3,396,1,14,1,14,2,5,1,1,3,0,0,9
1,47,0,1,8,1,1795936,3,2,7,1932,1,1,1,8,6,4,1,0,0,2,0,9
0,29,0,1,3,1,6153800,7,1,10,3139,1,28,1,23,18,9,1,1,0,1,2,4
2,41,1,2,6,0,5007892,8,1,9,1516,3,10,1,24,23,2,0,0,1,1,1,6
0,53,1,3,2,0,938438,3,1,10,1507,1,8,1,16,9,0,0,1,2,3,0,9
0,23,0,3,9,0,150237,3,2,4,1987,1,14,1,17,19,3,1,1,3,4,2,9
0,48,0,2,8,1,1360106,5,8,3,370,1,14,0,4,11,5,0,0,2,2,0,4
3,29,1,4,0,0,862365,5,2,12,3912,3,8,0,12,13,7,0,1,3,3,2,8
2,28,1,3,6,0,980184,0,3,6,632,2,21,0,13,20,8,1,0,3,4,2,8
2,62,2,2,5,1,148716,0,1,1,2445,2,14,0,14,6,5,1,0,2,0,0,8
1,21,1,2,5,1,2208382,10,8,8,370,3,15,1,15,38,3,1,1,1,1,0,2
0,42,0,1,4,0,657054,10,2,2,370,1,10,1,10,25,0,0,1,1,1,2,9
2,31,0,1,2,0,657054,4,1,10,337,3,4,1,21,30,8,0,0,0,2,2,8
1,6,0,2,1,1,1164430,6,2,1,2048,1,8,1,24,10,7,0,1,2,0,2,7
0,20,1,2,9,0,5330846,7,4,12,1047,1,16,1,14,3,6,0,1,2,4,2,4
0,14,1,3,6,0,257205,9,2,9,3467,2,10,1,12,30,5,0,1,1,3,0,9
0,20,1,1,6,1,9525596,3,2,12,2672,1,9,0,17,17,9,1,1,0,3,0,4
1,23,0,2,4,0,428343,1,2,8,2334,3,1,0,20,13,6,0,0,1,0,0,1
0,8,0,3,0,0,215870,6,2,9,3912,2,28,1,12,10,1,1,0,2,0,0,9
2,19,1,4,3,0,8348261,1,4,2,1047,3,6,1,14,1,5,1,1,2,3,1,8
0,14,0,2,6,1,336197,3,7,8,2372,2,4,1,15,1,4,1,0,2,2,2,4
0,30,1,1,1,1,5321373,7,2,3,3467,2,14,1,21,20,7,0,1,2,3,2,4
2,52,0,1,7,0,1360106,3,2,10,602,3,1,0,21,28,3,0,0,2,4,2,8
2,31,0,1,1,1,214791,6,1,9,2334,2,1,1,7,38,5,0,1,3,3,1,8
0,6,0,2,3,0,8543553,4,1,4,768,1,17,0,13,36,0,0,0,0,2,0,4
1,52,1,1,1,0,891648,4,2,7,1166,1,2,1,18,9,4,1,1,0,4,0,9
2,24,2,3,0,1,2462054,1,3,6,519,2,4,1,20,10,9,1,0,2,2,1,6
0,19,1,1,8,0,148716,1,1,8,2699,1,10,1,14,10,1,1,0,3,0,1,9
0,32,0,3,4,0,5381784,2,1,12,2389,1,15,0,15,1,1,0,0,0,1,2,4
0,14,1,3,5,1,571428,9,2,8,632,2,1,1,22,23,4,0,1,0,0,0,9
0,15,0,1,4,1,1884102,1,1,9,251,2,6,1,14,8,3,1,1,3,4,1,10
0,10,1,4,0,0,8596595,10,4,8,831,1,1,1,3,9,4,0,1,0,0,1,3
1,19,0,1,6,1,949312,5,3,8,1758,3,1,1,16,23,6,0,1,2,3,1,1
2,42,1,1,1,0,131480,9,2,8,306,3,15,1,21,20,5,0,1,1,2,1,8
1,21,0,3,8,1,8154472,3,1,0,897,1,6,1,16,40,7,0,0,3,3,0,1
3,33,0,1,0,1,2208382,7,2,1,2733,1,15,1,14,12,3,0,1,2,0,2,8
0,17,1,1,0,1,8543553,7,2,9,1682,3,2,1,21,10,4,0,1,1,4,2,4
0,11,0,3,5,0,8273815,7,1,12,395,3,24,1,6,22,3,0,1,1,0,0,4
1,19,0,3,0,0,7508875,5,1,5,2372,1,1,1,5,14,3,1,0,0,3,0,1
3,29,1,1,7,0,1795936,10,2,10,1869,1,15,0,17,20,0,1,1,2,0,1,8
1,15,0,2,1,1,738824,5,2,4,1244,3,1,0,13,29,3,0,1,0,2,1,7
0,59,1,4,3,1,8596595,3,1,12,395,1,17,1,16,23,3,0,1,2,0,0,3
0,26,0,3,2,0,310904,10,2,5,3972,1,4,1,23,23,5,0,0,1,0,0,9
1,31,0,2,8,0,862365,8,2,10,3214,3,20,1,0,9,4,1,0,2,0,1,10
2,29,0,2,5,0,6941819,3,2,8,1507,3,4,1,13,6,5,0,1,3,1,1,6
2,18,0,3,8,1,5330846,7,2,9,519,1,1,0,14,10,4,1,0,1,3,2,6
3,33,1,2,6,0,2074427,2,1,5,486,3,6,1,15,27,1,1,0,0,2,1,8
0,23,1,1,6,0,657054,1,2,9,1718,1,6,0,16,10,4,1,1,2,2,0,9
0,48,1,3,4,1,212243,3,1,0,1682,3,2,0,24,34,2,1,1,1,3,1,9
2,51,0,1,0,1,4823265,5,4,8,853,2,10,1,13,30,4,1,0,1,3,1,6
0,41,1,3,5,0,104907,9,2,8,883,3,14,1,5,5,1,0,0,2,2,1,9
0,23,1,2,5,0,218690,4,2,8,396,1,15,1,7,18,2,1,0,1,0,0,9
1,53,2,3,2,0,980184,1,7,4,3467,3,1,0,16,10,0,0,1,2,4,1,6
3,20,1,2,5,0,1069422,3,2,12,2551,3,10,1,10,20,1,1,1,1,0,2,8
3,19,1,1,1,1,2462054,7,4,10,543,1,10,1,5,4,3,1,0,2,2,0,6
0,7,0,1,7,1,5321373,3,4,0,1902,3,15,1,12,1,1,1,1,0,0,1,4
0,33,0,2,5,0,891648,10,4,0,1130,1,6,0,16,20,7,1,1,3,2,2,9
0,37,1,2,2,1,7508875,7,7,4,1468,2,4,1,13,23,0,0,0,2,3,1,3
0,29,1,3,1,0,571428,1,2,11,396,1,9,1,16,3,2,1,1,3,3,2,9
1,19,0,2,8,0,131480,7,1,8,2558,3,1,1,16,34,8,1,0,1,2,1,1
1,5,1,2,5,0,111985,4,2,5,3832,2,29,0,18,38,5,1,1,1,1,0,7
1,36,1,1,9,1,891648,2,2,5,831,2,18,1,8,4,5,1,0,1,2,1,9
0,20,1,1,3,1,1069422,1,1,3,1516,3,28,0,14,4,6,0,1,1,0,1,9
1,60,0,1,2,0,212243,9,2,5,2202,1,4,1,14,29,3,1,1,3,1,0,10
0,14,1,2,0,0,816236,6,2,12,1902,2,28,1,12,10,3,0,1,3,4,2,9
0,11,0,3,7,0,584486,6,1,4,543,1,3,1,14,23,3,1,1,3,2,2,10
0,7,1,1,8,0,335973,10,2,8,632,1,8,1,23,3,3,1,0,0,2,0,9
3,31,1,1,6,1,111985,2,4,6,3954,1,1,0,14,20,4,1,0,0,4,2,8
0,48,1,2,0,1,7775818,7,4,5,1987,1,8,1,15,10,1,0,0,1,1,0,3
0,25,1,2,8,0,584486,10,2,10,3286,1,4,0,2,8,1,1,0,1,3,2,9
1,33,0,1,8,0,891648,5,4,4,1130,2,6,1,17,12,2,1,0,0,3,0,9
0,29,1,2,2,1,335973,4,1,10,1718,1,3,1,16,8,5,1,1,2,0,0,9
1,48,0,4,9,1,556724,2,2,10,2160,2,9,1,24,9,3,0,1,3,1,2,6
0,20,1,2,7,0,1069422,0,2,6,632,2,1,1,16,29,9,0,1,2,3,1,9
3,24,1,3,2,0,218690,6,2,10,3139,1,18,1,21,1,0,1,0,0,4,1,8
0,73,0,2,9,1,8973395,10,2,4,379,3,6,0,14,8,5,1,1,1,2,0,4
1,55,0,3,4,1,652739,9,4,9,1552,2,7,1,9,29,0,1,1,2,1,2,6
2,12,1,3,2,1,4648178,8,3,10,632,2,2,0,9,30,5,1,0,0,3,1,6
2,14,0,1,8,1,6251352,1,1,6,2699,3,3,0,20,10,9,1,1,2,3,2,6
0,51,0,2,8,1,8543553,1,2,8,3139,1,15,1,14,20,1,1,0,2,1,2,4
1,11,1,2,1,0,652739,9,2,5,1682,3,20,1,14,8,6,1,0,2,2,2,7
1,26,0,3,5,0,2208382,1,1,9,263,1,2,0,17,8,3,1,1,0,4,1,9
0,18,0,1,9,0,5381784,7,2,12,1468,1,15,1,23,3,2,1,0,1,2,2,4
1,56,0,1,9,0,9258371,1,3,10,1219,3,4,1,15,20,8,0,1,2,3,2,4
0,60,1,1,0,1,3498858,9,4,10,2672,1,5,0,14,10,9,1,1,1,1,2,4
1,26,0,3,0,0,335973,10,1,9,486,2,3,0,16,4,4,0,0,3,2,0,10
2,17,0,1,2,0,111985,1,4,12,1130,3,23,1,21,28,5,1,0,1,3,1,8
0,67,0,2,6,0,6153800,2,8,0,1825,2,17,1,14,20,8,0,0,0,1,1,3
0,30,1,3,4,1,862365,1,4,9,2551,1,3,1,0,1,2,0,0,1,4,1,4
0,17,0,3,8,1,260870,5,4,8,1130,3,18,1,13,20,2,0,0,3,4,1,4
0,59,1,2,1,0,4492854,3,2,3,1825,2,17,1,14,10,6,0,1,0,2,0,4
3,30,1,1,2,1,428343,10,2,4,521,3,20,0,17,2,8,1,0,2,0,0,8
0,59,1,2,4,1,656271,3,4,8,1552,2,9,1,22,27,4,1,0,0,4,0,4
0,53,0,3,1,1,214791,6,1,9,2160,2,7,1,13,22,2,1,0,1,4,2,5
0,18,0,2,1,1,938438,7,2,1,853,2,29,1,14,33,7,0,0,0,4,0,9
1,41,1,3,1,1,9258371,10,8,8,3954,3,16,1,16,9,7,0,0,2,0,1,9
0,60,0,1,2,0,9525596,10,1,5,2202,2,14,0,21,5,5,0,1,1,4,0,4
0,17,0,3,1,1,336197,4,3,4,2558,1,5,1,12,11,4,0,1,1,3,0,4
0,39,1,3,7,1,716230,3,2,8,2389,2,10,1,12,13,8,1,0,0,2,0,9
0,30,0,1,2,1,214791,4,4,9,263,1,15,0,5,21,9,1,0,2,2,2,9
0,29,0,3,6,1,6683746,6,2,10,1507,1,5,0,11,8,7,1,0,0,3,1,4
0,57,2,2,2,0,938438,8,1,10,251,2,2,1,21,3,3,0,0,2,1,2,5
2,13,0,4,4,1,837270,10,4,5,251,3,15,0,14,13,2,0,1,1,4,1,6
0,6,0,1,4,1,2074427,6,1,10,845,1,4,1,17,9,7,1,1,2,3,0,9
1,30,0,3,2,1,4492854,9,2,7,2202,2,8,1,14,26,3,1,1,3,2,2,6
1,52,0,3,7,1,277431,4,2,1,543,1,9,0,14,4,4,1,1,1,4,2,9
1,42,1,1,1,0,148716,10,7,9,921,1,21,1,20,8,4,0,0,0,1,2,6
0,15,0,1,6,0,2651024,7,4,8,875,1,24,0,7,10,1,0,1,1,3,0,4
2,25,0,2,5,0,2651024,2,1,8,2048,2,5,0,18,10,3,0,0,0,4,0,8
1,19,0,1,0,1,2338408,5,2,9,828,1,15,1,21,12,2,0,1,2,3,2,1
1,36,1,1,8,0,403987,10,1,4,1166,2,15,1,0,20,2,1,0,0,2,0,9
1,45,1,2,6,1,680555,4,2,9,3139,2,10,0,12,22,6,0,1,1,1,2,9
3,29,0,4,6,1,1884102,8,8,4,2699,3,18,1,14,7,6,1,1,0,0,0,8
2,30,0,2,6,0,8017090,5,7,6,486,3,8,1,14,3,9,1,0,0,2,0,8
3,19,0,3,4,1,6941819,0,1,5,251,3,28,1,12,19,4,1,1,0,0,1,6
2,11,0,3,4,1,5330846,10,2,8,407,3,15,1,13,10,6,0,0,1,2,1,6
0,15,1,2,8,1,910711,7,1,11,370,2,1,0,14,9,7,1,0,0,1,1,9
0,53,0,1,1,1,8154472,10,2,5,1552,1,7,1,9,17,1,1,0,1,4,2,4
1,27,2,4,0,1,3350881,4,7,9,3832,1,2,1,9,12,0,0,0,1,3,1,3
1,30,1,3,3,1,8017090,10,2,8,355,3,1,1,12,21,7,1,0,0,0,1,9
1,25,1,1,9,1,910711,9,2,5,921,3,15,1,4,25,4,0,1,3,0,0,2
1,41,0,1,4,0,2462054,0,2,10,3214,3,28,1,14,13,1,0,0,2,4,2,9
0,53,1,3,6,0,1795936,9,4,7,1767,2,8,1,13,8,7,1,0,2,1,0,4
0,18,0,2,6,0,1795936,5,4,7,1542,2,8,1,5,19,6,0,0,2,3,0,4
0,14,1,1,8,1,260870,7,2,10,3286,3,18,1,13,3,4,1,0,0,1,0,9
2,5,0,3,7,0,5330846,6,1,10,2048,2,16,1,12,19,0,1,1,2,0,2,6
1,20,0,2,5,1,436464,9,2,6,963,3,15,1,14,12,9,0,1,1,3,0,1
1,58,1,2,9,0,680555,6,4,8,1468,2,20,0,14,23,4,1,0,2,3,2,9
0,55,0,3,0,1,7135245,6,1,7,2372,3,4,1,12,20,7,1,1,2,3,2,4
1,14,0,1,1,0,8596595,6,8,10,1649,3,1,0,15,34,8,1,0,3,2,1,7
1,41,0,2,5,1,7508875,10,1,8,1219,2,10,1,7,7,7,0,0,0,0,2,6
1,21,0,3,6,1,735697,3,7,10,337,1,14,1,12,7,6,0,1,1,1,0,1
0,62,1,3,1,0,893732,7,2,6,1987,2,10,1,21,9,3,1,1,2,3,0,5
0,60,0,2,9,0,7775818,6,1,10,1507,2,5,0,14,20,8,1,1,0,3,2,4
3,59,0,3,9,0,6251352,2,8,4,486,1,24,1,17,9,7,0,1,3,4,0,8
3,7,0,2,2,0,589089,0,1,6,1468,2,23,1,9,10,7,0,0,3,2,0,8
0,31,2,1,2,0,589089,7,1,8,3912,2,10,1,12,21,1,1,0,0,1,0,9
0,33,0,2,3,0,3017170,7,1,10,3954,3,8,1,12,12,7,0,0,3,3,0,9
0,30,0,1,2,1,5381784,5,8,7,1219,2,18,1,18,17,2,1,0,3,4,0,3
0,6,2,2,4,0,5797253,9,2,0,1244,2,15,1,14,1,6,0,1,1,3,2,4
2,31,0,2,0,1,1563723,4,2,4,883,2,4,1,14,8,1,0,0,3,0,1,8
2,20,0,2,7,0,8596595,0,4,10,1047,3,23,1,5,17,2,1,0,2,1,2,8
1,27,1,2,4,1,4782671,5,4,1,673,1,24,1,13,1,7,1,0,3,0,1,6
1,14,1,3,6,1,329840,6,2,10,1516,3,1,1,17,10,1,1,0,1,4,1,7
1,45,1,3,4,1,980184,6,2,5,396,3,7,1,15,10,8,1,0,3,0,2,9
1,6,1,3,9,0,984830,3,2,11,379,3,28,1,13,22,0,0,1,1,0,1,7
1,26,0,3,1,0,6941819,10,2,4,543,2,15,1,14,12,0,0,1,3,1,1,6
0,20,1,1,4,1,2651024,9,2,9,2733,2,4,1,14,13,1,0,0,2,2,2,9
1,31,0,2,8,0,571428,2,2,10,921,3,5,1,14,20,5,1,1,2,1,0,10
0,22,1,3,7,0,837270,5,2,8,1399,1,6,1,21,38,6,0,1,3,1,1,9
0,41,1,3,9,1,656271,10,2,8,2768,1,10,1,17,1,7,1,0,1,1,1,9
0,45,0,2,8,1,4983019,6,3,10,768,3,9,1,10,5,7,0,0,2,2,1,4
0,60,1,2,2,1,111985,9,1,10,689,2,6,1,16,27,8,0,0,1,3,1,9
0,26,0,2,6,1,680555,8,2,10,1633,2,28,1,4,10,7,0,0,2,4,2,9
0,56,1,3,0,1,4983019,4,7,10,921,1,10,1,17,26,4,0,1,1,0,0,3
0,48,1,2,5,0,5007892,3,1,9,963,1,21,1,14,8,9,1,1,0,3,0,4
0,19,0,3,7,0,3498858,2,1,11,2389,3,1,1,21,9,0,1,1,0,1,0,4
1,23,1,2,2,1,1164430,10,3,9,533,1,4,0,14,9,3,0,0,0,3,0,2
0,30,0,2,0,1,329840,8,2,10,1869,2,4,1,17,29,8,0,0,1,3,0,9
3,6,0,3,8,1,2074427,9,2,10,2558,2,6,0,9,10,0,1,0,2,1,2,6
1,73,0,2,8,1,260870,4,1,5,2048,1,23,0,7,12,8,1,0,0,1,2,10
0,60,0,3,4,0,588503,5,2,5,543,1,2,0,9,3,7,1,1,2,0,1,5
0,48,0,3,0,1,1079127,7,4,8,1166,1,6,1,9,7,8,0,1,2,0,2,4
0,8,2,3,7,1,862365,9,1,1,689,3,8,0,4,4,6,0,0,0,0,1,9
0,30,1,2,8,0,589089,7,2,9,3972,1,10,0,16,31,0,0,1,3,4,0,9
1,56,1,1,3,0,1360106,3,2,3,1394,3,15,1,12,26,7,0,0,0,0,1,9
0,25,0,3,6,0,260870,4,2,12,1552,3,6,1,23,40,0,0,1,3,2,0,9
1,46,0,1,2,1,837270,9,2,8,689,2,5,0,12,27,5,0,1,3,4,2,10
1,26,0,2,7,0,5381784,8,2,4,1649,1,13,1,11,5,3,1,0,3,2,0,6
1,45,1,3,9,0,4492854,9,1,3,1047,3,8,1,16,14,6,0,1,3,3,1,6
0,41,2,3,1,0,4492854,3,2,5,337,1,2,1,18,16,0,0,1,0,2,1,4
0,19,1,3,7,0,6941819,6,4,0,689,2,8,1,13,34,9,0,1,2,3,2,4
0,7,0,2,4,0,2651024,7,2,10,884,3,4,1,12,16,5,1,1,2,2,2,9
1,6,1,2,7,0,4782671,9,4,9,2768,3,10,0,16,3,8,1,1,0,3,1,6
0,20,0,3,9,0,335973,8,1,8,337,3,3,1,14,31,7,1,1,0,4,2,10
0,73,2,1,4,0,862365,4,2,5,2558,1,10,1,13,3,6,1,1,1,4,2,7
0,57,0,3,9,1,1079127,1,4,8,897,1,4,0,21,10,6,0,1,3,4,2,4
1,67,1,2,0,0,949312,4,1,5,875,3,6,1,14,20,2,1,0,0,0,1,9
2,31,0,1,8,1,556724,0,8,0,2334,3,7,0,16,10,5,0,1,3,2,1,6
0,45,0,1,1,1,967908,1,2,10,521,3,15,0,14,21,7,0,1,1,2,2,9
1,51,0,1,3,0,893732,10,2,10,1902,1,13,1,15,27,0,1,1,1,3,2,10
0,30,1,1,8,0,8017090,8,2,3,263,3,4,1,23,5,8,1,0,0,3,2,4
1,57,0,2,5,0,8154472,8,1,4,853,2,10,0,15,8,9,0,1,3,2,2,6
1,41,0,2,5,1,7775818,10,2,9,2375,2,7,1,14,14,6,1,0,0,2,2,4
0,15,0,1,1,1,9258371,6,2,12,3214,3,23,0,15,19,1,0,1,0,3,1,4
0,6,1,3,7,0,218690,8,2,8,1244,1,21,1,12,4,3,1,1,0,1,1,9
1,18,0,2,0,0,584486,8,2,5,3972,2,23,1,21,8,0,1,0,3,1,2,7
0,8,0,3,2,1,4648178,0,2,0,2375,1,20,1,14,3,6,0,1,2,4,0,4
3,20,0,1,8,1,3832751,5,2,10,3912,3,15,1,17,13,8,1,1,1,1,1,6
0,20,1,3,7,1,3350881,4,2,12,263,3,10,1,14,29,8,1,0,3,2,2,4
0,60,1,2,2,1,2753719,3,2,11,3214,3,20,1,2,3,0,1,1,1,0,0,4
2,20,2,2,1,1,1164430,3,2,10,1718,2,23,0,14,13,0,0,1,3,1,1,8
3,11,1,1,1,1,9258371,2,2,10,2389,3,1,1,14,11,7,0,0,3,1,2,4
0,6,1,1,2,0,556724,5,1,8,921,2,4,0,7,40,5,1,1,2,0,2,9
1,18,1,3,0,1,1718402,5,2,6,2699,1,10,0,14,40,6,0,1,3,3,2,6
0,29,0,1,4,1,260870,9,2,2,1130,1,10,1,14,4,5,1,0,2,1,2,9
0,21,0,3,6,0,2753719,0,4,4,395,2,3,1,21,28,1,0,0,2,1,2,4
3,44,0,1,8,0,910711,10,2,8,2202,1,17,0,5,31,5,1,1,0,3,0,8
0,56,0,3,1,0,1718402,9,1,7,1633,3,25,0,14,18,2,0,0,1,4,1,5
0,60,0,1,9,0,738824,1,4,8,963,2,15,0,17,9,6,0,1,2,1,0,5
3,14,1,2,3,0,2338408,6,3,1,884,1,15,1,21,20,2,1,0,1,4,1,6
0,31,1,3,0,1,837270,8,4,10,884,2,18,1,12,10,5,0,0,1,3,2,4
0,24,0,1,1,0,260870,9,2,7,1767,1,8,1,17,33,8,0,0,0,1,1,10
1,28,1,2,9,1,987529,3,2,8,1552,2,18,1,5,13,4,1,0,2,4,0,9
2,24,0,1,7,1,2338408,6,2,4,337,2,4,1,6,27,9,0,0,1,3,1,8
0,60,1,3,7,0,5330846,9,1,8,3832,3,21,0,13,23,3,0,0,0,3,1,4
3,41,0,2,0,0,1164430,8,1,3,2768,3,1,0,12,33,4,0,0,3,2,2,8
0,14,0,4,2,1,8273815,2,2,5,2699,3,7,1,2,3,0,1,0,0,4,1,3
2,48,1,1,8,0,277431,6,2,1,2305,2,14,0,17,30,5,0,0,0,0,2,8
2,35,1,1,7,1,2208382,5,2,4,1649,3,10,1,15,19,5,1,0,3,2,0,8
0,11,0,1,6,1,980184,6,4,10,1869,1,7,1,24,1,4,0,0,1,0,2,9
0,18,0,1,2,1,1563723,2,1,10,2202,1,14,1,21,40,1,0,0,2,3,2,10
0,20,0,2,5,0,3046609,9,1,8,1758,1,2,1,13,1,9,0,0,2,2,2,9
1,15,1,2,5,1,4648178,5,2,9,2375,3,4,1,10,14,8,0,1,3,1,0,6
0,41,2,1,6,0,8543553,9,2,11,3139,2,10,1,6,10,4,0,0,3,0,2,4
0,36,0,2,3,1,2074427,8,2,5,355,1,4,1,14,11,1,1,0,0,0,2,4
1,28,1,2,1,0,260870,2,2,12,689,2,10,1,22,14,9,0,0,3,3,2,9
3,23,1,3,3,0,3350881,1,1,5,2299,3,14,1,12,14,4,1,0,0,1,0,6
2,56,0,1,7,0,5330846,9,2,0,519,2,23,1,22,9,4,0,1,3,2,1,6
2,29,0,3,8,1,1460818,8,2,7,355,1,15,1,15,9,4,0,1,3,4,1,6
1,20,0,3,9,1,584486,9,2,6,1166,3,5,1,7,28,3,1,0,1,2,0,1
1,19,0,3,3,1,436464,5,1,10,831,2,14,0,21,10,5,0,0,2,1,2,1
2,41,0,1,3,1,8273815,10,2,10,831,3,14,1,6,28,1,0,0,3,3,0,4
0,7,0,2,7,0,589089,10,2,9,768,3,14,1,1,8,2,1,1,0,0,2,10
2,42,0,4,5,1,1718402,2,2,9,263,3,4,1,5,23,9,0,0,0,0,0,6
1,20,0,4,8,0,8017090,3,4,6,2389,1,4,1,10,12,8,1,0,3,4,1,1
3,44,0,1,2,1,657054,6,2,8,963,3,14,1,5,1,1,1,0,2,0,0,8
1,14,0,3,9,1,8273815,1,2,5,263,3,28,0,13,30,7,0,1,1,3,0,7
0,27,0,1,7,0,938438,2,4,9,2558,1,3,0,16,38,5,1,1,3,1,2,9
1,59,0,3,7,0,260870,8,2,9,1649,3,20,1,17,20,6,1,0,1,0,2,9
0,27,0,1,9,0,984830,1,1,8,2831,2,8,1,17,3,3,0,0,1,3,0,9
3,27,1,2,6,1,816236,3,4,9,853,2,10,1,13,27,5,1,1,2,1,1,6
1,62,0,2,7,1,1718402,4,2,7,845,2,8,0,14,8,4,1,0,2,3,2,9
0,20,0,1,0,0,3046609,9,2,6,897,2,8,1,17,36,3,0,0,0,3,0,9
0,8,0,2,6,1,2753719,2,2,10,1503,2,5,0,13,12,3,1,0,0,3,2,4
3,41,1,3,9,0,6941819,10,2,8,1718,3,4,1,14,29,2,0,1,0,1,2,6
0,43,0,2,5,0,1718402,7,1,11,263,1,3,1,17,26,8,0,0,1,1,0,9
0,57,1,3,3,1,8596595,9,3,8,1130,2,20,1,20,28,9,0,0,3,3,1,3
1,24,0,1,8,0,980184,9,1,10,251,3,16,0,6,28,7,0,1,2,1,0,1
0,26,0,4,6,0,7775818,7,2,9,1758,2,11,1,21,10,3,0,0,3,1,1,4
1,35,0,1,9,1,5381784,6,2,12,2832,2,21,1,16,30,2,0,1,1,0,2,6
1,24,2,2,4,1,851246,5,2,10,632,3,16,0,22,36,9,0,1,0,2,0,9
0,20,1,1,5,1,8273815,3,1,9,1718,2,28,0,12,10,0,0,0,3,2,1,4
0,12,0,3,8,1,148716,10,2,8,1244,1,5,1,0,9,4,1,0,0,0,0,9
3,15,0,2,1,1,3017170,10,1,10,1932,2,8,1,14,20,9,0,1,0,0,1,6
1,19,1,1,1,1,150237,0,4,10,1718,2,4,1,22,19,6,0,0,1,0,2,2
2,31,0,2,3,0,3017170,2,2,3,1516,3,6,1,13,5,5,1,0,1,4,1,6
2,13,1,2,2,0,505020,7,2,4,2551,1,3,0,20,20,4,1,0,2,0,0,8
0,30,1,3,2,1,131480,3,2,11,2375,2,8,1,14,9,4,1,0,2,4,0,9
0,23,0,3,2,1,980184,2,2,0,2299,1,8,1,24,19,8,0,1,3,0,1,9
0,26,0,3,6,0,3017170,10,2,6,2160,3,23,1,14,12,7,0,1,1,4,0,4
1,22,0,3,5,1,9525596,4,1,0,883,3,14,0,3,11,2,0,1,1,0,0,1
2,33,0,1,1,1,505020,3,3,5,2699,1,5,1,13,6,0,1,0,1,0,0,8
0,14,2,3,6,1,3832751,5,2,10,3972,3,8,1,15,23,9,1,1,2,2,1,4
0,23,0,2,6,1,588503,1,2,5,1552,1,5,1,14,13,1,0,1,3,2,1,9
1,11,1,3,2,1,1069422,1,2,9,1244,2,3,0,14,23,6,1,0,1,0,0,6
